Name,FileSource,Secondary,Storage,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,EntityLimitCount,LimitType,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,PanType,Pan,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice
wpn_freezegun_freeze_zombie,raw\sound\wpn\energy\freezegun\projectile\freeze\freeze_00.wav.wav,,loaded,bus_fx,grp_weapon,snp_wpn_3p,,98,0,100,100,150,2500,2500,allon,rcurve1,allon,default,8,2,priority,oldest,-182,165,80,90,0.25,1,3d,front_mostly,nonlooping,,1,0,50,100,99,0,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_freezegun_freeze_zombie,raw\sound\wpn\energy\freezegun\projectile\freeze\freeze_01.wav.wav,,loaded,bus_fx,grp_weapon,snp_wpn_3p,,98,0,100,100,150,2500,2500,allon,rcurve1,allon,default,8,2,priority,oldest,-182,165,80,90,0.25,1,3d,front_mostly,nonlooping,,1,0,50,100,99,0,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_freezegun_freeze_zombie,raw\sound\wpn\energy\freezegun\projectile\freeze\freeze_02.wav.wav,,loaded,bus_fx,grp_weapon,snp_wpn_3p,,98,0,100,100,150,2500,2500,allon,rcurve1,allon,default,8,2,priority,oldest,-182,165,80,90,0.25,1,3d,front_mostly,nonlooping,,1,0,50,100,99,0,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_freezegun_shatter_zombie,raw\sound\wpn\energy\freezegun\zombie\shatter\shatter_00.wav.wav,,loaded,bus_fx,grp_weapon,snp_wpn_3p,,98,0,100,100,150,2500,2500,allon,rcurve1,allon,default,8,2,priority,oldest,-182,165,80,90,0.25,1,3d,front_mostly,nonlooping,,1,0,50,100,99,0,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_freezegun_shatter_zombie,raw\sound\wpn\energy\freezegun\zombie\shatter\shatter_01.wav.wav,,loaded,bus_fx,grp_weapon,snp_wpn_3p,,98,0,100,100,150,2500,2500,allon,rcurve1,allon,default,8,2,priority,oldest,-182,165,80,90,0.25,1,3d,front_mostly,nonlooping,,1,0,50,100,99,0,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_freezegun_shatter_zombie,raw\sound\wpn\energy\freezegun\zombie\shatter\shatter_02.wav.wav,,loaded,bus_fx,grp_weapon,snp_wpn_3p,,98,0,100,100,150,2500,2500,allon,rcurve1,allon,default,8,2,priority,oldest,-182,165,80,90,0.25,1,3d,front_mostly,nonlooping,,1,0,50,100,99,0,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_freezegun_collapse_zombie,raw\sound\wpn\energy\freezegun\zombie\collapse\collapse_00.wav.wav,,loaded,bus_fx,grp_weapon,snp_wpn_3p,,98,0,100,100,150,2500,2500,allon,rcurve1,allon,default,8,2,priority,oldest,-182,165,80,90,0.25,1,3d,front_mostly,nonlooping,,1,0,50,100,99,0,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_freezegun_collapse_zombie,raw\sound\wpn\energy\freezegun\zombie\collapse\collapse_01.wav.wav,,loaded,bus_fx,grp_weapon,snp_wpn_3p,,98,0,100,100,150,2500,2500,allon,rcurve1,allon,default,8,2,priority,oldest,-182,165,80,90,0.25,1,3d,front_mostly,nonlooping,,1,0,50,100,99,0,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_freezegun_collapse_zombie,raw\sound\wpn\energy\freezegun\zombie\collapse\collapse_02.wav.wav,,loaded,bus_fx,grp_weapon,snp_wpn_3p,,98,0,100,100,150,2500,2500,allon,rcurve1,allon,default,8,2,priority,oldest,-182,165,80,90,0.25,1,3d,front_mostly,nonlooping,,1,0,50,100,99,0,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_freeze_open,raw\sound\wpn\energy\freezegun\reload\fly_freeze_open.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,0,0,100,100,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_freeze_twist,raw\sound\wpn\energy\freezegun\reload\fly_freeze_twist.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,0,0,100,100,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_freeze_off,raw\sound\wpn\energy\freezegun\reload\fly_freeze_off.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,0,0,100,100,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_freeze_backon,raw\sound\wpn\energy\freezegun\reload\fly_freeze_backon.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,0,0,100,100,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_freeze_finish,raw\sound\wpn\energy\freezegun\reload\fly_freeze_finish.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,0,0,100,100,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_freezegun_pickup_plr,raw\sound\fly\pickups\weapon\pickup_00.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,0,0,100,100,0,5000,5000,allon,default,allon,default,4,8,oldest,oldest,0,0,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_freezegun_pickup_plr,raw\sound\fly\pickups\weapon\pickup_01.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,0,0,100,100,0,5000,5000,allon,default,allon,default,4,8,oldest,oldest,0,0,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_freezegun_pickup_plr,raw\sound\fly\pickups\weapon\pickup_02.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,0,0,100,100,0,5000,5000,allon,default,allon,default,4,8,oldest,oldest,0,0,70,70,0,1,2d,front,nonlooping,,1,0,0,0,0,0,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_freezegun_pickup_npc,raw\sound\fly\pickups\weapon\pickup_00.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,75,75,75,500,500,allon,default,allon,default,2,1,priority,reject,-50,50,15,30,0.25,1,3d,default,nonlooping,,1,0,25,250,75,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_freezegun_pickup_npc,raw\sound\fly\pickups\weapon\pickup_01.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,75,75,75,500,500,allon,default,allon,default,2,1,priority,reject,-50,50,15,30,0.25,1,3d,default,nonlooping,,1,0,25,250,75,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_freezegun_pickup_npc,raw\sound\fly\pickups\weapon\pickup_02.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,75,75,75,500,500,allon,default,allon,default,2,1,priority,reject,-50,50,15,30,0.25,1,3d,default,nonlooping,,1,0,25,250,75,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_freezegun_1straise_plr,raw\sound\fly\gear\rattle\rattle_00.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,75,0,80,80,0,5000,5000,allon,default,allon,default,3,8,oldest,oldest,-10,10,70,70,0,1,2d,front,nonlooping,,1,70,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_freezegun_1straise_plr,raw\sound\fly\gear\rattle\rattle_01.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,75,0,80,80,0,5000,5000,allon,default,allon,default,3,8,oldest,oldest,-10,10,70,70,0,1,2d,front,nonlooping,,1,70,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_freezegun_1straise_plr,raw\sound\fly\gear\rattle\rattle_02.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,75,0,80,80,0,5000,5000,allon,default,allon,default,3,8,oldest,oldest,-10,10,70,70,0,1,2d,front,nonlooping,,1,70,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_freezegun_1straise_plr,raw\sound\fly\gear\rattle\rattle_03.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,75,0,80,80,0,5000,5000,allon,default,allon,default,3,8,oldest,oldest,-10,10,70,70,0,1,2d,front,nonlooping,,1,70,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_freezegun_1straise_plr,raw\sound\fly\gear\rattle\rattle_04.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,75,0,80,80,0,5000,5000,allon,default,allon,default,3,8,oldest,oldest,-10,10,70,70,0,1,2d,front,nonlooping,,1,70,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_freezegun_1straise_npc,raw\sound\fly\gear\rattle\rattle_00.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,75,75,75,500,500,allon,default,allon,default,4,8,priority,oldest,-90,90,15,30,0.25,1,3d,default,nonlooping,,1,0,25,250,75,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_freezegun_1straise_npc,raw\sound\fly\gear\rattle\rattle_01.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,75,75,75,500,500,allon,default,allon,default,4,8,priority,oldest,-90,90,15,30,0.25,1,3d,default,nonlooping,,1,0,25,250,75,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_freezegun_1straise_npc,raw\sound\fly\gear\rattle\rattle_02.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,75,75,75,500,500,allon,default,allon,default,4,8,priority,oldest,-90,90,15,30,0.25,1,3d,default,nonlooping,,1,0,25,250,75,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_freezegun_1straise_npc,raw\sound\fly\gear\rattle\rattle_03.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,75,75,75,500,500,allon,default,allon,default,4,8,priority,oldest,-90,90,15,30,0.25,1,3d,default,nonlooping,,1,0,25,250,75,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_freezegun_1straise_npc,raw\sound\fly\gear\rattle\rattle_04.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,75,75,75,500,500,allon,default,allon,default,4,8,priority,oldest,-90,90,15,30,0.25,1,3d,default,nonlooping,,1,0,25,250,75,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_freezegun_raise_plr,raw\sound\fly\gear\rattle\rattle_00.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,75,0,80,80,0,5000,5000,allon,default,allon,default,3,8,oldest,oldest,-10,10,70,70,0,1,2d,front,nonlooping,,1,70,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_freezegun_raise_plr,raw\sound\fly\gear\rattle\rattle_01.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,75,0,80,80,0,5000,5000,allon,default,allon,default,3,8,oldest,oldest,-10,10,70,70,0,1,2d,front,nonlooping,,1,70,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_freezegun_raise_plr,raw\sound\fly\gear\rattle\rattle_02.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,75,0,80,80,0,5000,5000,allon,default,allon,default,3,8,oldest,oldest,-10,10,70,70,0,1,2d,front,nonlooping,,1,70,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_freezegun_raise_plr,raw\sound\fly\gear\rattle\rattle_03.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,75,0,80,80,0,5000,5000,allon,default,allon,default,3,8,oldest,oldest,-10,10,70,70,0,1,2d,front,nonlooping,,1,70,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_freezegun_raise_plr,raw\sound\fly\gear\rattle\rattle_04.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,75,0,80,80,0,5000,5000,allon,default,allon,default,3,8,oldest,oldest,-10,10,70,70,0,1,2d,front,nonlooping,,1,70,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_freezegun_raise_npc,raw\sound\fly\gear\rattle\rattle_00.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,75,75,75,500,500,allon,default,allon,default,4,8,priority,oldest,-90,90,15,30,0.25,1,3d,default,nonlooping,,1,0,25,250,75,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_freezegun_raise_npc,raw\sound\fly\gear\rattle\rattle_01.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,75,75,75,500,500,allon,default,allon,default,4,8,priority,oldest,-90,90,15,30,0.25,1,3d,default,nonlooping,,1,0,25,250,75,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_freezegun_raise_npc,raw\sound\fly\gear\rattle\rattle_02.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,75,75,75,500,500,allon,default,allon,default,4,8,priority,oldest,-90,90,15,30,0.25,1,3d,default,nonlooping,,1,0,25,250,75,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_freezegun_raise_npc,raw\sound\fly\gear\rattle\rattle_03.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,75,75,75,500,500,allon,default,allon,default,4,8,priority,oldest,-90,90,15,30,0.25,1,3d,default,nonlooping,,1,0,25,250,75,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_freezegun_raise_npc,raw\sound\fly\gear\rattle\rattle_04.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,75,75,75,500,500,allon,default,allon,default,4,8,priority,oldest,-90,90,15,30,0.25,1,3d,default,nonlooping,,1,0,25,250,75,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_freezegun_dryfire_npc,raw\sound\wpn\lmg\dry_fire\npc\dry_fire_00.wav.wav,,loaded,bus_fx,grp_weapon,snp_wpn_3p,,0,0,100,100,900,900,901,cosdelay,alloff,cosdelay,default,8,2,priority,oldest,-125,125,40,90,0.25,0.8,3d,default,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_freezegun_dryfire_plr,raw\sound\wpn\lmg\dry_fire\plr\dry_fire_00.wav.wav,,loaded,bus_fx,grp_weapon,snp_wpn_1p,,0,0,100,100,0,5000,5000,allon,default,allon,default,3,8,oldest,oldest,0,0,90,90,0.25,1,2d,front_mostly,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
