Name,FileSource,Secondary,Storage,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,EntityLimitCount,LimitType,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,PanType,Pan,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice
wpn_imp_tesla,raw\sound\amb\industrial\power\arcs\short\arc_00.wav.wav,wpn_tesla_sizzle,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,90,94,200,550,550,allon,default,allon,default,6,8,priority,oldest,-182,165,80,90,0.25,1,3d,default,nonlooping,,1,0,25,50,99,0.5,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_imp_tesla,raw\sound\amb\industrial\power\arcs\short\arc_01.wav.wav,wpn_tesla_sizzle,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,90,94,200,550,550,allon,default,allon,default,6,8,priority,oldest,-182,165,80,90,0.25,1,3d,default,nonlooping,,1,0,25,50,99,0.5,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_imp_tesla,raw\sound\amb\industrial\power\arcs\short\arc_02.wav.wav,wpn_tesla_sizzle,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,90,94,200,550,550,allon,default,allon,default,6,8,priority,oldest,-182,165,80,90,0.25,1,3d,default,nonlooping,,1,0,25,50,99,0.5,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_imp_tesla,raw\sound\amb\industrial\power\arcs\short\arc_03.wav.wav,wpn_tesla_sizzle,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,90,94,200,550,550,allon,default,allon,default,6,8,priority,oldest,-182,165,80,90,0.25,1,3d,default,nonlooping,,1,0,25,50,99,0.5,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_imp_tesla,raw\sound\amb\industrial\power\arcs\short\arc_04.wav.wav,wpn_tesla_sizzle,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,90,94,200,550,550,allon,default,allon,default,6,8,priority,oldest,-182,165,80,90,0.25,1,3d,default,nonlooping,,1,0,25,50,99,0.5,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_imp_tesla,raw\sound\amb\industrial\power\arcs\short\arc_05.wav.wav,wpn_tesla_sizzle,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,90,94,200,550,550,allon,default,allon,default,6,8,priority,oldest,-182,165,80,90,0.25,1,3d,default,nonlooping,,1,0,25,50,99,0.5,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_tesla_imp_water,raw\sound\wpn\energy\dg2\projectile\impact\water\imp_water.wav.wav,,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,90,94,200,550,550,allon,default,allon,default,6,8,priority,oldest,-182,165,80,90,0.25,1,3d,default,nonlooping,,1,0,25,50,99,0.5,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_tesla_sizzle,raw\sound\fly\body_burn\sizzle\sizzle_00.wav.wav,wpn_tesla_proj_impact,loaded,bus_fx,grp_ambience,snp_ambience,,98,0,90,95,500,3500,3525,allon,default,allon,default,8,8,priority,oldest,-182,165,80,90,0.25,1,3d,default,nonlooping,,1,290,50,100,99,0,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_tesla_bounce,raw\sound\wpn\energy\dg2\effects\bounce\bounce_00.wav.wav,,loaded,bus_fx,grp_ambience,snp_ambience,,98,0,90,95,500,3500,3525,allon,default,allon,default,8,8,priority,oldest,-182,165,80,90,0.25,1,3d,default,nonlooping,,1,0,50,100,99,0,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_tesla_bounce,raw\sound\wpn\energy\dg2\effects\bounce\bounce_01.wav.wav,,loaded,bus_fx,grp_ambience,snp_ambience,,98,0,90,95,500,3500,3525,allon,default,allon,default,8,8,priority,oldest,-182,165,80,90,0.25,1,3d,default,nonlooping,,1,0,50,100,99,0,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_tesla_idle,raw\sound\wpn\energy\dg2\idle\tesla_idle_00_l.wav.wav,,loaded,bus_fx,grp_ambience,snp_ambience,,98,0,89,89,50,300,325,allon,default,allon,default,7,8,priority,oldest,-182,165,80,90,0,1,3d,default,looping,,1,0,50,100,99,0,no,yes,none,0,,no,,,no,no,no,0,0,yes,no,,0,,no,no,no
wpn_tesla_sweeps,raw\sound\wpn\energy\dg2\effects\sweets\sweets_00.wav.wav,,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,90,94,200,550,550,allon,default,allon,default,6,8,priority,oldest,-182,165,80,90,0.25,1,3d,default,nonlooping,,1,0,25,50,99,0.5,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_tesla_sweeps,raw\sound\wpn\energy\dg2\effects\sweets\sweets_01.wav.wav,,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,90,94,200,550,550,allon,default,allon,default,6,8,priority,oldest,-182,165,80,90,0.25,1,3d,default,nonlooping,,1,0,25,50,99,0.5,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_tesla_sweeps,raw\sound\wpn\energy\dg2\effects\sweets\sweets_04.wav.wav,,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,90,94,200,550,550,allon,default,allon,default,6,8,priority,oldest,-182,165,80,90,0.25,1,3d,default,nonlooping,,1,0,25,50,99,0.5,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_tesla_sweeps,raw\sound\wpn\energy\dg2\effects\sweets\sweets_05.wav.wav,,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,90,94,200,550,550,allon,default,allon,default,6,8,priority,oldest,-182,165,80,90,0.25,1,3d,default,nonlooping,,1,0,25,50,99,0.5,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_tesla_sweeps,raw\sound\wpn\energy\dg2\effects\sweets\sweets_06.wav.wav,,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,90,94,200,550,550,allon,default,allon,default,6,8,priority,oldest,-182,165,80,90,0.25,1,3d,default,nonlooping,,1,0,25,50,99,0.5,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_tesla_sweeps_idle,raw\sound\wpn\energy\dg2\effects\idle\idle_00.wav.wav,wpn_tesla_sweeps,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,90,94,200,550,550,allon,default,allon,default,6,8,priority,oldest,-182,165,80,90,0.25,1,3d,default,nonlooping,,1,0,25,50,99,0.5,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_tesla_sweeps_idle,raw\sound\wpn\energy\dg2\effects\idle\idle_01.wav.wav,wpn_tesla_sweeps,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,90,94,200,550,550,allon,default,allon,default,6,8,priority,oldest,-182,165,80,90,0.25,1,3d,default,nonlooping,,1,0,25,50,99,0.5,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_tesla_sweeps_idle,raw\sound\wpn\energy\dg2\effects\idle\idle_02.wav.wav,wpn_tesla_sweeps,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,90,94,200,550,550,allon,default,allon,default,6,8,priority,oldest,-182,165,80,90,0.25,1,3d,default,nonlooping,,1,0,25,50,99,0.5,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_tesla_sweeps_idle,raw\sound\wpn\energy\dg2\effects\idle\idle_03.wav.wav,wpn_tesla_sweeps,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,90,94,200,550,550,allon,default,allon,default,6,8,priority,oldest,-182,165,80,90,0.25,1,3d,default,nonlooping,,1,0,25,50,99,0.5,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_tesla_sweeps_idle,raw\sound\wpn\energy\dg2\effects\idle\idle_04.wav.wav,wpn_tesla_sweeps,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,90,94,200,550,550,allon,default,allon,default,6,8,priority,oldest,-182,165,80,90,0.25,1,3d,default,nonlooping,,1,0,25,50,99,0.5,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_tesla_sweeps_idle,raw\sound\wpn\energy\dg2\effects\idle\idle_05.wav.wav,wpn_tesla_sweeps,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,90,94,200,550,550,allon,default,allon,default,6,8,priority,oldest,-182,165,80,90,0.25,1,3d,default,nonlooping,,1,0,25,50,99,0.5,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_tesla_happy,raw\sound\wpn\energy\dg2\effects\happy\happy_00.wav.wav,,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,90,94,200,550,550,allon,default,allon,default,6,8,priority,oldest,-182,165,80,90,0.25,1,3d,default,nonlooping,,1,0,25,50,99,0.5,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_tesla_happy,raw\sound\wpn\energy\dg2\effects\happy\happy_01.wav.wav,,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,90,94,200,550,550,allon,default,allon,default,6,8,priority,oldest,-182,165,80,90,0.25,1,3d,default,nonlooping,,1,0,25,50,99,0.5,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_tesla_happy,raw\sound\wpn\energy\dg2\effects\happy\happy_02.wav.wav,,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,90,94,200,550,550,allon,default,allon,default,6,8,priority,oldest,-182,165,80,90,0.25,1,3d,default,nonlooping,,1,0,25,50,99,0.5,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_tesla_happy,raw\sound\wpn\energy\dg2\effects\happy\happy_03.wav.wav,,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,90,94,200,550,550,allon,default,allon,default,6,8,priority,oldest,-182,165,80,90,0.25,1,3d,default,nonlooping,,1,0,25,50,99,0.5,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_tesla_effects,raw\sound\wpn\energy\dg2\effects\calm\calm_00.wav.wav,,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,90,94,200,550,550,allon,default,allon,default,6,8,priority,oldest,-182,165,80,90,0.25,1,3d,default,nonlooping,,1,0,25,50,99,0.5,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_tesla_effects,raw\sound\wpn\energy\dg2\effects\calm\calm_01.wav.wav,,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,90,94,200,550,550,allon,default,allon,default,6,8,priority,oldest,-182,165,80,90,0.25,1,3d,default,nonlooping,,1,0,25,50,99,0.5,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_tesla_effects,raw\sound\wpn\energy\dg2\effects\calm\calm_02.wav.wav,,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,90,94,200,550,550,allon,default,allon,default,6,8,priority,oldest,-182,165,80,90,0.25,1,3d,default,nonlooping,,1,0,25,50,99,0.5,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_elec_vocals_tesla,raw\sound\vox\zmb\standard\elec\elec_00.wav.wav,,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,90,94,200,550,550,allon,default,allon,default,6,8,priority,oldest,-182,165,80,90,0.25,1,3d,default,nonlooping,,1,0,25,50,99,0.5,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_elec_vocals_tesla,raw\sound\vox\zmb\standard\elec\elec_01.wav.wav,,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,90,94,200,550,550,allon,default,allon,default,6,8,priority,oldest,-182,165,80,90,0.25,1,3d,default,nonlooping,,1,0,25,50,99,0.5,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_elec_vocals_tesla,raw\sound\vox\zmb\standard\elec\elec_02.wav.wav,,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,90,94,200,550,550,allon,default,allon,default,6,8,priority,oldest,-182,165,80,90,0.25,1,3d,default,nonlooping,,1,0,25,50,99,0.5,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_elec_vocals_tesla,raw\sound\vox\zmb\standard\elec\elec_03.wav.wav,,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,90,94,200,550,550,allon,default,allon,default,6,8,priority,oldest,-182,165,80,90,0.25,1,3d,default,nonlooping,,1,0,25,50,99,0.5,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_elec_vocals_tesla,raw\sound\vox\zmb\standard\elec\elec_04.wav.wav,,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,90,94,200,550,550,allon,default,allon,default,6,8,priority,oldest,-182,165,80,90,0.25,1,3d,default,nonlooping,,1,0,25,50,99,0.5,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_elec_vocals_tesla,raw\sound\vox\zmb\standard\elec\elec_05.wav.wav,,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,90,94,200,550,550,allon,default,allon,default,6,8,priority,oldest,-182,165,80,90,0.25,1,3d,default,nonlooping,,1,0,25,50,99,0.5,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_tesla_pickup_plr,raw\sound\fly\pickups\weapon\pickup_00.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,96,96,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,80,90,0.25,1,2d,front,nonlooping,,1,0,50,100,99,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_tesla_pickup_plr,raw\sound\fly\pickups\weapon\pickup_01.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,96,96,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,80,90,0.25,1,2d,front,nonlooping,,1,0,50,100,99,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_tesla_pickup_plr,raw\sound\fly\pickups\weapon\pickup_02.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,96,96,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,80,90,0.25,1,2d,front,nonlooping,,1,0,50,100,99,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_tesla_1straise_plr,raw\sound\fly\gear\rattle\rattle_00.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,96,96,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,80,90,0.25,1,2d,front,nonlooping,,1,0,50,100,99,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_tesla_1straise_plr,raw\sound\fly\gear\rattle\rattle_01.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,96,96,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,80,90,0.25,1,2d,front,nonlooping,,1,0,50,100,99,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_tesla_1straise_plr,raw\sound\fly\gear\rattle\rattle_02.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,96,96,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,80,90,0.25,1,2d,front,nonlooping,,1,0,50,100,99,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_tesla_1straise_plr,raw\sound\fly\gear\rattle\rattle_03.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,96,96,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,80,90,0.25,1,2d,front,nonlooping,,1,0,50,100,99,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_tesla_1straise_plr,raw\sound\fly\gear\rattle\rattle_04.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,96,96,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,80,90,0.25,1,2d,front,nonlooping,,1,0,50,100,99,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_tesla_raise_plr,raw\sound\fly\gear\rattle\rattle_00.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,96,96,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,80,90,0.25,1,2d,front,nonlooping,,1,0,50,100,99,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_tesla_raise_plr,raw\sound\fly\gear\rattle\rattle_01.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,96,96,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,80,90,0.25,1,2d,front,nonlooping,,1,0,50,100,99,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_tesla_raise_plr,raw\sound\fly\gear\rattle\rattle_02.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,96,96,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,80,90,0.25,1,2d,front,nonlooping,,1,0,50,100,99,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_tesla_raise_plr,raw\sound\fly\gear\rattle\rattle_03.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,96,96,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,80,90,0.25,1,2d,front,nonlooping,,1,0,50,100,99,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_tesla_raise_plr,raw\sound\fly\gear\rattle\rattle_04.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,96,96,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,80,90,0.25,1,2d,front,nonlooping,,1,0,50,100,99,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_tesla_pickup_npc,raw\sound\fly\pickups\weapon\pickup_00.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,75,75,75,500,500,allon,default,allon,default,2,1,priority,reject,-50,50,15,30,0.25,1,3d,default,nonlooping,,1,0,25,250,75,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_tesla_pickup_npc,raw\sound\fly\pickups\weapon\pickup_01.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,75,75,75,500,500,allon,default,allon,default,2,1,priority,reject,-50,50,15,30,0.25,1,3d,default,nonlooping,,1,0,25,250,75,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_tesla_pickup_npc,raw\sound\fly\pickups\weapon\pickup_02.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,75,75,75,500,500,allon,default,allon,default,2,1,priority,reject,-50,50,15,30,0.25,1,3d,default,nonlooping,,1,0,25,250,75,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_tesla_1straise_npc,raw\sound\fly\gear\rattle\rattle_00.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,75,75,75,500,500,allon,default,allon,default,2,1,priority,reject,-50,50,15,30,0.25,1,3d,default,nonlooping,,1,0,25,250,75,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_tesla_1straise_npc,raw\sound\fly\gear\rattle\rattle_01.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,75,75,75,500,500,allon,default,allon,default,2,1,priority,reject,-50,50,15,30,0.25,1,3d,default,nonlooping,,1,0,25,250,75,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_tesla_1straise_npc,raw\sound\fly\gear\rattle\rattle_02.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,75,75,75,500,500,allon,default,allon,default,2,1,priority,reject,-50,50,15,30,0.25,1,3d,default,nonlooping,,1,0,25,250,75,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_tesla_1straise_npc,raw\sound\fly\gear\rattle\rattle_03.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,75,75,75,500,500,allon,default,allon,default,2,1,priority,reject,-50,50,15,30,0.25,1,3d,default,nonlooping,,1,0,25,250,75,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_tesla_1straise_npc,raw\sound\fly\gear\rattle\rattle_04.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,75,75,75,500,500,allon,default,allon,default,2,1,priority,reject,-50,50,15,30,0.25,1,3d,default,nonlooping,,1,0,25,250,75,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_tesla_raise_npc,raw\sound\fly\gear\rattle\rattle_00.wav.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,62,62,0,5000,5000,allon,default,allon,default,2,8,reject,oldest,-88,84,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
